91,37
91,46
91,55
91,68
91,78
91,95
92,1
92,19
92,28
92,37
92,46
92,55
92,67
92,68
92,79
92,96
93,1
93,19
93,28
93,37
93,46
93,55
93,66
93,69
93,79
93,96
94,1
94,19
94,28
94,37
94,46
94,55
94,65
94,69
94,80
94,97
95,1
95,19
95,28
95,37
95,46
95,55
95,64
95,70
95,80
95,97
96,1
96,18
96,28
96,37
96,46
96,55
96,63
96,71
96,81
96,95
96,96
96,97
96,98
97,1
97,18
97,28
97,37
97,46
97,55
97,56
97,62
97,71
97,82
97,93
97,94
98,2
98,18
98,28
98,37
98,46
98,55
98,57
98,61
98,62
98,72
98,82
98,91
98,92
99,28
99,37
99,55
99,58
99,59
99,60
99,63
99,73
99,89
99,90
