0,5
0,22
0,36
0,47
0,67
1,5
1,22
1,36
1,47
1,67
2,6
2,22
2,36
2,47
2,67
3,7
3,22
3,36
3,47
3,67
4,7
4,22
4,36
4,47
4,67
5,7
5,23
5,24
5,25
5,26
5,27
5,28
5,29
5,30
5,31
5,32
5,33
5,34
5,35
5,36
5,48
5,67
6,7
6,35
6,36
6,37
6,38
6,39
6,40
6,48
6,67
7,8
7,35
7,41
7,42
7,43
7,44
7,45
7,46
7,47
7,48
7,49
7,50
7,51
7,52
7,53
7,54
7,55
7,56
7,57
7,58
7,59
7,60
7,61
7,62
7,63
7,64
7,65
7,66
7,67
8,9
8,35
8,50
8,67
9,9
9,35
9,49
9,67
10,10
10,35
10,49
10,67
11,10
11,35
11,48
11,67
12,10
12,35
12,48
12,67
13,11
13,34
13,48
13,67
14,11
14,34
14,47
14,68
15,12
15,34
15,47
15,68
16,12
16,34
16,46
16,68
17,12
17,34
17,46
17,68
18,13
18,34
18,46
18,68
19,14
19,34
19,45
19,56
19,68
20,14
20,34
20,45
20,57
20,68
21,14
21,34
21,49
21,57
21,68
22,15
22,34
22,49
22,58
22,65
22,66
22,67
22,68
23,15
23,34
23,50
23,59
23,63
23,64
23,68
23,82
23,83
24,16
24,34
24,42
24,50
24,59
24,61
24,62
24,69
24,70
24,71
24,81
24,84
25,16
25,34
25,42
25,51
25,60
25,70
25,72
25,79
25,80
25,84
26,17
26,34
26,43
26,51
26,58
26,59
26,60
26,69
26,70
26,71
26,73
26,77
26,78
26,85
27,17
27,34
27,43
27,52
27,57
27,61
27,69
27,74
27,76
27,86
28,18
28,34
28,44
28,52
28,54
28,55
28,56
28,61
28,69
28,75
28,86
29,18
29,34
29,44
29,53
29,62
29,69
29,75
29,86
30,18
30,34
30,45
30,51
30,52
30,53
30,62
30,69
30,75
30,85
30,86
31,19
31,34
31,45
31,50
31,54
31,63
31,69
31,75
31,84
31,87
32,20
32,35
32,46
32,47
32,48
32,49
32,55
32,63
32,66
32,67
32,68
32,69
32,76
32,81
32,82
32,83
32,87
33,20
33,35
33,46
33,47
33,55
33,63
33,64
33,65
33,70
33,77
33,80
33,86
33,87
34,20
34,36
34,44
34,45
34,47
34,56
34,62
34,70
34,77
34,78
34,79
34,84
34,85
34,88
35,21
35,37
35,43
35,48
35,56
35,60
35,61
35,70
35,77
35,78
35,83
35,88
36,21
36,37
36,41
36,42
36,48
36,57
36,59
36,70
36,75
36,76
36,78
36,81
36,82
36,87
36,88
37,22
37,37
37,38
37,39
37,40
37,49
37,57
37,58
37,70
37,74
37,79
37,80
37,85
37,86
37,89
38,0
38,1
38,2
38,3
38,4
38,23
38,37
38,50
38,55
38,56
38,58
38,70
38,73
38,80
38,84
38,89
39,5
39,6
39,7
39,8
39,9
39,10
39,11
39,12
39,13
39,14
39,15
39,16
39,17
39,18
39,23
39,24
39,25
39,36
39,50
39,53
39,54
39,59
39,68
39,69
39,70
39,71
39,72
39,80
39,81
39,82
39,83
39,90
40,5
40,19
40,20
40,21
40,22
40,26
40,27
40,34
40,35
40,50
40,51
40,52
40,59
40,66
40,67
40,72
40,80
40,90
41,5
41,28
41,33
41,50
41,51
41,60
41,64
41,65
41,72
41,79
41,80
41,81
41,90
42,4
42,28
42,32
42,48
42,49
42,52
42,60
42,63
42,72
42,77
42,78
42,82
42,90
43,4
43,28
43,29
43,30
43,31
43,32
43,47
43,52
43,60
43,61
43,62
43,72
43,76
43,83
43,89
43,90
44,3
44,27
44,31
44,32
44,33
44,34
44,47
44,53
44,59
44,62
44,73
44,74
44,75
44,83
44,88
44,91
45,3
45,26
45,31
45,35
45,46
45,53
45,57
45,58
45,62
45,73
45,84
45,87
45,92
46,2
46,24
46,25
46,26
46,31
46,36
46,37
46,38
46,46
46,54
46,56
46,62
46,72
46,73
46,85
46,86
46,92
47,2
47,23
47,27
47,30
47,39
47,45
47,54
47,55
47,56
47,63
47,71
47,74
47,85
47,93
48,1
48,23
48,28
48,29
48,30
48,40
48,41
48,42
48,43
48,44
48,54
48,57
48,64
48,70
48,75
48,82
48,83
48,84
48,85
48,93
49,0
49,22
49,30
49,31
49,32
49,43
49,44
49,54
49,58
49,64
49,69
49,75
49,81
49,86
49,94
50,19
50,20
50,21
50,30
50,33
50,34
50,43
50,45
50,46
50,53
50,59
50,65
50,68
50,76
50,80
50,86
50,93
51,18
51,21
51,30
51,35
51,36
51,43
51,47
51,48
51,52
51,60
51,65
51,66
51,67
51,76
51,77
51,78
51,79
51,87
51,93
52,17
52,21
52,30
52,37
52,38
52,43
52,49
52,50
52,51
52,61
52,62
52,65
52,76
52,77
52,88
52,92
53,16
53,21
53,30
53,39
53,40
53,41
53,42
53,51
53,63
53,64
53,65
53,75
53,78
53,89
53,90
53,91
54,15
54,20
54,30
54,41
54,51
54,52
54,53
54,62
54,66
54,75
54,79
54,89
55,14
55,20
55,30
55,41
55,42
55,43
55,44
55,51
55,54
55,55
55,61
55,67
55,68
55,74
55,79
55,90
56,14
56,20
56,30
56,41
56,45
56,46
56,50
56,56
56,57
56,60
56,69
56,70
56,73
56,80
56,90
57,14
57,20
57,30
57,41
57,47
57,48
57,49
57,50
57,58
57,59
57,60
57,71
57,73
57,81
57,91
58,14
58,20
58,30
58,41
58,49
58,50
58,57
58,61
58,71
58,72
58,73
58,74
58,81
58,91
59,14
59,20
59,30
59,41
59,49
59,51
59,52
59,57
59,62
59,71
59,75
59,76
59,81
59,82
59,92
60,13
60,20
60,30
60,41
60,49
60,53
60,57
60,63
60,64
60,65
60,71
60,77
60,78
60,79
60,80
60,83
60,92
61,13
61,20
61,30
61,41
61,49
61,54
61,55
61,57
61,66
61,70
61,84
61,92
62,13
62,20
62,30
62,40
62,49
62,56
62,57
62,67
62,68
62,69
62,70
62,84
62,92
63,13
63,20
63,30
63,40
63,48
63,55
63,56
63,57
63,58
63,69
63,70
63,85
63,91
64,13
64,20
64,29
64,40
64,48
64,55
64,59
64,60
64,69
64,71
64,72
64,73
64,86
64,90
65,13
65,20
65,29
65,40
65,48
65,55
65,61
65,62
65,68
65,74
65,87
65,88
65,89
66,13
66,20
66,29
66,40
66,48
66,55
66,63
66,64
66,68
66,75
66,76
66,87
67,12
67,20
67,29
67,39
67,48
67,55
67,65
67,66
67,67
67,77
67,78
67,88
68,12
68,20
68,29
68,39
68,48
68,55
68,66
68,67
68,68
68,79
68,80
68,88
69,12
69,20
69,29
69,39
69,48
69,55
69,66
69,69
69,81
69,82
69,87
69,88
69,89
70,12
70,20
70,29
70,39
70,48
70,55
70,66
70,69
70,70
70,71
70,83
70,87
70,90
71,12
71,20
71,29
71,39
71,48
71,55
71,66
71,67
71,68
71,72
71,73
71,84
71,85
71,86
71,90
72,1
72,12
72,20
72,29
72,39
72,48
72,55
72,65
72,68
72,74
72,84
72,87
72,88
72,89
72,90
72,91
73,0
73,12
73,19
73,29
73,39
73,48
73,55
73,62
73,63
73,64
73,68
73,75
73,76
73,83
73,92
74,0
74,12
74,19
74,29
74,38
74,48
74,55
74,61
74,69
74,77
74,83
74,93
75,0
75,12
75,19
75,29
75,38
75,47
75,55
75,59
75,60
75,70
75,78
75,82
75,93
76,0
76,1
76,2
76,3
76,4
76,5
76,6
76,7
76,8
76,9
76,10
76,11
76,12
76,13
76,14
76,15
76,16
76,17
76,18
76,19
76,20
76,21
76,22
76,23
76,24
76,25
76,26
76,27
76,28
76,29
76,30
76,31
76,32
76,33
76,34
76,35
76,36
76,37
76,38
76,47
76,55
76,56
76,57
76,58
76,60
76,70
76,79
76,80
76,81
76,94
77,0
77,19
77,28
77,38
77,39
77,40
77,41
77,42
77,43
77,44
77,45
77,46
77,47
77,48
77,49
77,50
77,51
77,52
77,53
77,54
77,60
77,71
77,81
77,95
78,0
78,19
78,28
78,38
78,47
78,54
78,61
78,71
78,80
78,81
78,82
78,83
78,95
79,0
79,19
79,28
79,38
79,47
79,54
79,62
79,72
79,79
79,84
79,96
80,0
80,19
80,28
80,38
80,47
80,54
80,62
80,72
80,78
80,85
80,97
81,0
81,19
81,28
81,38
81,47
81,54
81,63
81,73
81,77
81,85
81,86
81,87
81,97
82,0
82,19
82,28
82,37
82,47
82,54
82,63
82,74
82,76
82,85
82,88
82,98
83,0
83,19
83,28
83,37
83,47
83,54
83,64
83,74
83,75
83,83
83,84
83,89
83,98
84,0
84,19
84,28
84,37
84,47
84,54
84,64
84,74
84,82
84,90
84,98
85,0
85,19
85,28
85,37
85,47
85,54
85,65
85,74
85,81
85,91
85,98
86,0
86,19
86,28
86,37
86,47
86,54
86,66
86,73
86,75
86,79
86,80
86,91
86,98
87,0
87,19
87,28
87,37
87,47
87,54
87,66
87,71
87,72
87,76
87,78
87,92
87,96
87,97
88,0
88,19
88,28
88,37
88,46
88,54
88,67
88,70
88,77
88,93
88,94
88,95
89,0
89,19
89,28
89,37
89,46
89,54
89,67
89,69
89,77
89,94
90,1
90,19
90,28
90,37
90,46
90,54
90,68
90,78
90,94
91,1
91,19
91,28
